,City,Approx. Latitude,Approx. Longitude
583,muli,2.412959440070111,76.47674504398566
584,san carlos de bariloche,-43.22418510039712,-71.37149248914513
585,umm durman,16.999069463927285,32.31485490037551
586,goderich,1.4306855598843242,-21.068847451322767
587,atagay,54.543603264318506,99.88425708811002
588,maarianhamina,61.285814050343305,19.667602371063765
589,troitsko-pechorsk,62.39808905368301,57.25321244768435
590,ulladulla,-39.67131515886067,157.96422880012875
591,ca mau,9.030936485932145,105.37311907976175
592,bilgoraj,50.825801205009725,22.696858998451944
593,mosesgegh,40.96694609380614,45.47080595557597
594,bilma,20.336308195258383,12.20627969279667
595,vanimo,-0.3811791013572474,140.40865251098927
596,amazar,54.997072956418975,120.95800154753721
597,luwuk,-1.0922146925901899,123.97209693279996
598,santo antonio do ica,-3.1148094030212974,-67.80818216362452
599,karaul,69.89376180227097,84.09199884932212
